yyyy,m,mon,week_begin,date,dow,day,hour,pool,slots,state,username,app_name,tags,stmt_type,gb_grp,confidence,est_gb_grp,spill,stmts,err,qued,spilled,mx_q_sec,tot_q_sec,mx_exe_sec,tot_exe_sec,mx_run_sec,tot_run_sec,mx_mb,tot_mb,mx_spl_mb,tot_spl_mb
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,20:00,large,1,done,redpoint2,,,select,1,None,1,n,18,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,162,2838,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,20:00,small,1,done,redpoint2,,,select,1,High,1,n,51,0,0,0,0.0,0.0,0.0,0.8,0.0,0.8,88,3826,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,21:00,admin,1,done,kick,ybsql,,select,1,None,1,n,10,0,0,0,0.0,0.0,0.8,2.8,0.8,2.8,324,3142,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,21:00,large,1,done,redpoint2,,,insert,1,None,4,n,7,0,0,0,0.0,0.0,0.1,0.3,0.1,0.3,160,1098,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,21:00,large,1,done,redpoint2,,,select,1,None,1,n,19,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,164,2994,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,21:00,small,1,done,redpoint2,,,select,1,High,1,n,58,0,0,0,0.0,0.1,0.0,0.9,0.0,0.9,84,4326,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,admin,1,done,kick,DBeaver,,select,1,High,1,n,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,admin,1,done,kick,ybsql,sysviews,select,1,None,1,n,2,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,160,316,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,admin,1,done,kick,ybsql,,select,1,High,1,n,1,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,380,380,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,admin,1,done,kick,ybsql,,select,1,None,1,n,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,154,154,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,large,1,done,redpoint2,,,insert,1,None,4,n,6,0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,160,944,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,large,1,done,redpoint2,,,select,1,None,1,n,20,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,164,3132,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,22:00,small,1,done,redpoint2,,,select,1,High,1,n,54,0,0,0,0.0,0.0,0.0,0.8,0.0,0.8,84,3968,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,admin,1,done,kick,DBeaver,sysviews,select,1,None,1,n,1,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,156,156,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,admin,1,done,kick,ybsql,sysviews,select,1,None,1,n,2,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,158,316,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,admin,1,done,kick,ybsql,,select,1,High,1,n,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,large,1,done,redpoint2,,,insert,1,None,4,n,2,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,160,318,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,large,1,done,redpoint2,,,select,1,None,1,n,6,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,162,948,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,23:00,small,1,done,redpoint2,,,select,1,High,1,n,37,0,0,0,0.0,0.0,0.0,0.6,0.0,0.6,84,2714,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,2:00,large,1,done,redpoint2,,,insert,1,None,4,n,3,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,158,470,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,2:00,large,1,done,redpoint2,,,select,1,None,1,n,18,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,166,2820,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,2:00,small,1,done,redpoint2,,,select,1,High,1,n,68,0,0,0,0.0,0.1,0.0,1.1,0.0,1.1,86,5142,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,3:00,large,1,done,redpoint2,,,insert,1,None,4,n,2,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,156,310,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,3:00,large,1,done,redpoint2,,,select,1,None,1,n,18,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,176,2840,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,3:00,small,1,done,redpoint2,,,select,1,High,1,n,55,0,0,0,0.0,0.0,0.0,0.9,0.0,0.9,86,4102,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,4:00,large,1,done,redpoint2,,,insert,1,None,4,n,6,0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,162,948,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,4:00,large,1,done,redpoint2,,,select,1,None,1,n,18,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,172,2840,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,4:00,small,1,done,redpoint2,,,select,1,High,1,n,54,0,0,0,0.0,0.0,0.0,0.8,0.0,0.8,90,4046,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,5:00,large,1,done,redpoint2,,,insert,1,None,4,n,4,0,0,0,0.0,0.0,0.0,0.2,0.0,0.2,160,630,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,5:00,large,1,done,redpoint2,,,select,1,None,1,n,15,0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,162,2346,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,5:00,small,1,done,eb_nexus,,,select,1,High,1,n,25,0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,40,688,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,5:00,small,2,done,redpoint2,,,select,1,High,1,n,52,0,0,0,0.0,0.0,0.0,0.8,0.0,0.8,90,3858,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,6:00,small,1,done,eb_nexus,,,select,1,High,1,n,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,24,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,6:00,small,1,done,redpoint2,,,select,1,High,1,n,42,0,0,0,0.0,0.0,0.0,0.7,0.0,0.7,86,3174,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,7:00,small,1,done,eb_nexus,,,select,1,High,1,n,22,0,0,0,0.0,0.0,0.0,0.3,0.0,0.3,40,622,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,8:00,small,1,done,eb_nexus,,,select,1,High,1,n,10,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,30,280,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,8:00,small,1,done,rc_bfd,DBeaver,,select,1,High,1,n,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,74,102,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,9:00,small,1,done,rc_analytics,,,select,1,High,1,n,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30,54,0,0
2021,4,Apr,2021-04-26,2021-04-27,2,Tue,9:00,small,1,done,rc_bfd,DBeaver,,select,1,High,1,n,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28,56,0,0
(185 rows)
